Node,In-Degree,Out-Degree
8027,15,24
8493,8,8
8756,9,6
8823,6,12
8867,13,38
10485,36,103
10886,10,14
11486,2,2
11488,6,7
11489,1,12
11493,3,1
11494,6,2
11495,7,4
6582,25,38
7527,29,53
8395,22,5
11520,20,25
11521,9,16
11555,8,8
11557,36,1
11558,9,8
2742,5,3
3091,5,20
5750,16,42
7589,3,3
8835,4,2
9855,3,3
11330,24,86
11617,7,9
11618,8,15
11619,10,18
11623,6,5
11657,4,4
11658,12,4
11659,40,33
11660,4,4
7468,8,3
967,2,30
2889,5,21
4539,14,42
5357,2,5
6107,3,15
6398,18,20
6518,14,69
6793,7,34
8301,3,8
11610,3,39
11676,4,5
11677,29,49
11678,1,3
11681,3,2
11684,3,3
11688,8,13
11689,6,5
11690,3,7
11692,2,2
11693,3,3
7717,5,2
4747,2,3
2095,8,23
8852,14,9
12529,7,5
5754,19,11
864,8,7
1481,62,104
2688,104,33
4606,35,198
4844,6,18
4930,16,20
5132,3,6
5515,4,6
6081,10,32
6103,17,18
6682,16,24
6784,13,61
7431,18,67
7963,11,17
8184,32,18
8373,24,15
8423,39,62
8439,6,9
8884,5,14
10632,12,7
10780,2,5
11413,17,25
12602,1,6
12618,23,25
12720,10,26
12854,2,2
12878,8,8
12949,16,13
12966,1,12
13170,2,2
13263,23,2
13264,4,0
13265,47,14
13267,28,17
13270,7,9
13271,8,12
13273,3,9
13276,5,10
13277,3,5
13278,3,6
13279,4,5
13283,5,5
13284,2,4
13285,2,2
13288,3,3
13289,9,15
13291,5,3
13293,5,2
13299,33,6
13302,6,5
13303,3,4
13304,19,19
13305,4,2
13306,3,8
13307,5,3
13308,2,2
13309,7,6
13310,7,0
13311,6,5
13314,2,3
13319,9,2
13321,2,3
13322,3,3
13323,3,3
13324,3,7
13560,2,6
13630,1,3
14493,45,23
14552,121,23
18439,5,4
18531,14,2
18988,18,9
19741,23,40
20556,35,35
27712,5,0
28147,12,3
28157,6,7
30208,7,0
37438,4,0
53000,4,4
5836,21,28
5948,11,8
13388,13,5
13389,26,17
7124,17,23
8570,3,11
13419,5,2
13420,6,0
6466,33,40
11247,22,29
12369,4,15
12771,34,27
13441,4,5
13443,25,10
13444,6,7
13445,6,13
13447,13,11
13448,1,3
5510,19,58
9622,14,15
12752,37,37
13503,3,3
13505,12,5
13506,3,2
13507,21,32
13508,2,4
13509,13,13
13510,14,16
13511,6,7
13512,4,4
13513,2,2
13514,3,2
1681,13,44
8219,19,16
13551,13,14
13583,2,2
5501,17,43
7524,34,39
10936,4,5
13585,40,11
13587,2,3
13588,8,10
13589,4,4
13590,14,33
13591,7,6
12210,5,6
7480,7,2
6947,41,17
8004,15,14
207,8,27
8587,24,12
12427,8,8
12512,18,21
13798,24,2
13799,2,4
6926,4,6
13809,1,3
13810,3,3
13821,7,4
13822,13,22
13823,9,7
13842,2,2
3807,7,6
4142,3,15
7128,10,23
11969,9,6
12371,5,5
13940,2,2
13942,5,1
13945,3,1
1616,30,19
8475,3,24
13959,2,2
13960,36,30
11263,4,6
14005,13,13
1456,12,27
4195,2,4
4472,21,39
8335,25,22
9862,75,43
10979,20,18
12604,70,1
13212,7,14
14012,4,1
14013,3,2
14014,5,5
14015,7,6
14016,27,24
14017,18,10
14018,13,13
14019,6,6
14020,12,11
15921,11,11
15966,8,7
17154,12,10
18184,9,3
20750,7,11
23128,5,5
35560,3,2
52553,3,3
6329,2,4
6359,8,16
6858,7,26
7804,50,23
8240,3,3
8241,3,1
8242,8,7
8243,6,8
8249,3,2
8250,4,4
8251,11,28
8253,4,4
8254,8,21
8293,10,24
8764,15,14
7829,18,13
7940,16,14
11652,4,3
11653,19,7
11654,4,3
4546,67,71
12940,12,7
12941,3,1
12943,6,4
12944,11,8
2392,2,11
7022,7,12
9682,2,5
10904,14,2
14732,2,2
14733,2,2
2102,23,49
7636,42,111
8775,57,83
14748,2,2
14749,1,8
14750,9,6
14751,2,8
14752,5,5
14753,7,7
14754,5,3
14755,39,24
14756,18,32
14758,2,8
14763,3,7
14764,3,3
14766,3,3
14767,2,2
14769,3,4
14771,11,16
1462,35,99
4599,21,53
7644,28,25
7960,6,14
10841,2,7
13180,19,9
14774,40,38
14775,14,16
6494,12,16
8787,55,60
10060,52,6
14795,23,25
14796,10,8
14798,8,6
1930,6,13
12103,6,15
14808,4,0
14809,17,9
14810,4,2
14812,28,7
14814,5,0
14816,40,3
3507,83,70
13097,12,7
13079,14,6
14943,3,7
3135,10,34
6762,32,54
6797,5,29
8090,2,3
14028,4,4
14948,20,16
14949,4,6
14950,6,11
3475,8,17
6778,16,82
14962,3,4
14963,11,19
7618,58,23
8738,15,25
8739,10,0
12453,8,13
12454,6,6
12455,5,8
8159,25,4
8183,132,95
10308,8,1
12551,60,28
14107,56,83
14557,18,7
15349,12,12
15350,12,6
15351,5,0
15354,7,4
15355,6,13
15357,14,1
2838,7,10
8151,4,3
8630,3,2
15085,8,12
15372,5,5
15374,4,4
8647,13,16
15395,9,4
7386,8,9
1068,1,10
1964,3,32
3137,23,42
4361,10,28
6584,10,24
8456,9,16
8530,21,31
10283,2,4
11600,13,56
13196,19,9
13768,2,20
14021,10,17
15205,61,18
15405,3,2
15407,5,7
15408,8,23
15410,2,4
15411,4,8
15412,4,5
15413,2,5
15414,23,27
15415,3,3
19107,5,14
19841,7,1
21710,5,23
38698,1,7
9693,11,14
13207,37,23
14098,21,27
15416,8,6
15417,4,6
15418,3,4
15419,8,5
15420,5,4
10881,17,10
11583,18,28
15462,14,19
15463,3,1
15492,16,11
15493,9,9
244,16,38
5530,3,24
5650,6,17
8504,23,28
8586,4,0
9624,4,9
11828,19,13
14317,10,14
15503,3,5
15505,3,3
602,7,69
1209,21,162
1958,2,16
2004,2,7
2585,1,6
2604,3,7
3097,7,9
3669,8,23
3778,7,59
4143,8,22
4736,10,61
4754,6,16
4898,8,13
5800,2,7
6572,2,4
7642,27,98
7850,1,7
9858,2,6
10385,36,32
10548,7,15
11177,6,11
12744,5,19
12928,33,79
13074,4,8
13139,15,12
14602,41,84
14687,28,62
14860,32,45
14862,6,8
14865,1,9
14868,9,8
15517,2,3
15522,52,23
15523,10,16
15526,3,2
15528,20,14
15529,23,41
15530,8,23
15531,3,8
15532,6,5
15534,2,3
15535,1,3
15536,6,7
15537,4,16
15538,5,4
15540,4,16
15541,1,3
18166,6,13
29772,5,3
36064,3,7
6078,11,15
15544,4,10
16416,12,23
567,5,28
1340,3,12
7500,8,4
4450,15,6
8420,4,6
8421,6,7
16569,8,5
2591,1,5
4216,9,43
16415,4,2
16878,4,3
16879,4,3
1984,2,7
7356,4,4
9512,24,21
17280,3,2
5784,3,3
15200,4,4
1358,2,10
1419,7,12
3926,18,55
4449,1,6
5349,5,17
5885,11,18
8951,3,4
9839,13,39
11796,3,7
12891,4,4
27883,1,4
7447,4,0
3636,1,6
3642,4,7
4627,4,27
8224,12,4
8824,11,8
9699,1,3
11114,9,13
11117,2,3
11119,4,4
11120,2,3
11121,3,1
5154,12,15
10123,3,11
16432,4,4
16433,3,3
11962,11,1
16706,6,1
16707,6,5
5434,6,2
1063,2,3
7358,2,4
10291,7,7
6677,40,30
9715,2,13
9049,3,4
10521,7,6
15965,3,5
7027,1,5
17327,4,0
2588,3,10
7912,38,58
8497,7,1
9148,5,8
9280,1,3
12824,1,3
15900,1,5
15903,4,5
15904,4,0
15906,3,3
15910,3,3
3727,2,2
4022,12,20
6150,4,5
6902,3,4
7689,19,65
12428,5,1
12465,9,7
15968,2,3
15971,2,3
2689,6,14
9787,4,13
11861,9,13
17420,3,3
17422,7,23
6666,19,58
8757,13,15
3992,37,51
4366,26,19
9818,5,12
9819,37,22
9820,2,6
9821,39,4
532,6,30
5383,9,21
8578,3,3
10589,18,28
11547,3,6
12338,3,10
12339,7,3
4828,15,28
3139,7,15
5895,35,40
6120,5,10
6520,7,11
7106,6,13
7757,68,68
8096,59,66
8680,53,97
10107,34,58
10112,7,16
11161,75,104
11649,3,7
12229,56,36
12234,7,8
12236,14,3
12238,2,2
12239,4,4
12240,26,31
12241,2,3
12242,15,14
12244,41,53
12245,44,25
12246,81,0
12247,4,1
12248,15,9
12250,12,14
12251,34,11
12252,6,2
12253,17,30
12255,23,37
12256,26,15
12257,11,1
12259,4,6
12260,18,20
12263,52,36
12273,25,39
17953,29,6
19739,23,9
19744,39,35
22696,14,21
24215,26,2
24224,61,20
12322,3,2
12323,4,10
12324,6,2
16361,28,6
16537,22,7
8499,5,4
10029,17,37
11875,12,29
14639,1,3
16612,11,3
16923,3,3
3572,11,28
3596,9,22
9690,5,15
16927,4,4
16929,6,16
12017,4,1
5717,11,12
15003,4,8
17447,3,6
8968,5,27
666,11,48
1378,14,41
1682,3,16
2623,39,72
3215,7,35
3840,15,42
4001,16,22
4077,10,126
4212,1,21
4373,12,9
4722,7,12
4998,5,10
5059,9,82
5432,8,77
5522,4,30
5793,13,26
5862,8,33
5874,4,15
5918,1,34
6574,2,19
6712,5,37
6849,10,29
6945,3,29
7139,2,10
7295,3,22
7675,1,7
7746,6,16
7749,7,16
7969,4,24
8014,9,7
8317,2,39
8675,5,37
9782,8,19
10158,1,5
10184,4,25
10803,22,26
11593,3,12
12533,9,11
12552,5,2
13013,13,29
13220,3,3
13221,9,9
13761,2,5
13762,8,12
13763,1,3
13764,2,2
14804,3,4
15071,27,46
15139,6,5
15194,12,11
15360,3,6
15577,17,24
15988,4,7
16041,4,5
16132,1,6
16414,4,5
16520,13,9
16867,5,8
16877,1,6
17141,2,3
17464,2,3
17465,4,4
17466,2,2
17468,7,11
18107,5,14
18620,1,12
18909,4,23
19100,1,5
19468,10,7
24492,9,10
24691,9,10
24908,2,7
25166,4,9
25218,1,4
26332,4,4
32941,2,6
33389,3,7
37724,1,3
38789,2,3
71996,3,3
2145,50,28
5550,31,46
17490,7,3
5755,10,19
8648,87,1
12571,63,2
12573,72,5
15752,8,8
16199,35,35
17524,5,5
17526,2,2
17530,5,4
17532,4,5
17534,3,1
17535,5,4
17538,5,2
17539,1,4
17540,8,7
11183,11,13
15596,4,42
15889,3,2
6188,16,13
7094,2,14
7583,5,5
17571,3,3
3506,58,47
10938,24,16
16279,15,11
16856,5,9
17575,12,12
17576,22,16
17608,7,7
17609,3,3
17613,4,3
17614,5,7
17615,6,6
17616,5,5
2840,5,5
4101,6,11
4601,9,26
4897,9,9
5091,4,15
5313,21,17
5403,24,38
5783,3,4
6223,2,8
7034,4,9
7407,13,47
8142,1,3
8430,14,6
8663,5,2
8872,2,20
8894,2,3
10895,23,13
11068,3,2
11325,7,12
11481,5,11
11612,4,13
11647,3,5
11876,10,14
12020,7,4
12375,3,1
12434,11,9
12538,9,20
12658,7,32
13745,6,10
15313,3,3
16184,2,8
16673,7,7
16756,6,17
17623,3,1
17630,2,3
17632,3,5
17635,3,7
17636,3,3
17638,2,4
17639,3,3
17648,3,5
17649,7,28
17650,7,1
17654,3,3
17658,4,3
17661,3,3
17662,1,5
17664,5,15
17665,2,4
17666,7,10
17669,4,2
17670,4,7
17672,3,3
17681,5,0
1526,48,168
1634,29,65
1639,36,107
1864,3,63
3860,97,122
7692,26,25
8171,11,36
8177,11,19
8697,103,43
11389,2,2
11526,1,5
12208,13,0
12810,10,130
13700,5,4
14115,11,4
15766,4,19
16014,13,18
17683,1,3
17684,26,28
17685,3,4
17687,16,13
17688,6,3
17689,7,7
17690,5,6
17691,29,34
17693,1,4
17694,2,5
17695,10,13
17700,3,6
17701,10,8
17702,3,3
17703,6,3
17704,9,19
17705,6,3
17706,6,3
17707,4,0
1651,17,28
5478,4,8
17727,5,3
17728,5,5
17742,3,1
4725,20,110
4894,6,21
7011,4,11
7697,11,7
7701,3,3
7702,1,3
11603,1,3
18124,2,2
3488,9,67
8080,5,8
7497,1,3
8324,10,14
8325,3,11
8326,49,49
482,2,3
819,5,10
1493,9,23
1832,40,67
3034,6,3
4009,4,32
4093,21,42
4388,8,39
4407,15,24
5584,13,48
6100,24,57
6106,4,10
6297,3,3
6374,6,26
6523,45,63
7095,24,61
7121,11,8
7406,8,18
7526,1,5
7555,5,22
7787,9,4
7792,10,7
7947,15,5
8114,7,10
8323,4,8
8368,21,12
8688,15,7
8912,1,4
9078,12,23
10109,109,120
10282,5,12
10418,34,43
10740,2,17
11228,98,66
11277,9,9
11456,1,3
11957,13,8
11966,6,3
12207,15,15
12345,2,4
12346,71,194
12349,2,6
12350,32,33
12351,5,14
12353,10,27
12356,4,6
12358,2,7
12360,1,4
12361,1,3
12362,2,5
12364,2,3
12365,3,11
12367,10,31
12368,17,45
12372,3,5
12373,5,9
12724,8,0
13394,25,3
13721,13,11
14446,31,20
15024,4,1
17197,7,7
18510,8,7
18765,63,15
18927,1,4
19395,12,6
19932,10,10
19957,4,4
20414,8,6
20720,5,3
20958,4,2
22147,1,4
22178,3,3
22466,5,5
23035,15,4
23412,1,3
23699,6,0
24531,7,11
25390,2,3
25917,7,0
26033,6,9
26107,4,3
26290,1,3
26367,2,4
27319,2,2
27486,11,7
27596,3,6
28059,8,7
30941,8,1
33036,8,8
33502,12,6
44459,3,3
45442,4,2
55487,5,1
59997,3,1
61159,2,2
1851,52,257
2176,85,128
2471,81,153
2603,3,23
3960,25,95
4480,3,4
4604,21,24
4672,6,28
4927,6,5
5320,40,65
5491,5,6
5542,48,77
5896,22,38
6016,20,38
6017,46,99
6376,12,2
6455,46,34
7380,5,3
7394,97,185
7590,22,22
7769,42,57
8121,3,3
8122,82,10
8281,52,74
8438,19,2
8516,6,4
9080,5,7
9371,8,10
10241,10,27
10554,34,47
10621,8,24
10802,8,30
12611,15,15
12746,9,8
12788,4,6
12908,37,60
13002,15,7
13055,22,22
13077,4,5
13078,5,6
13081,5,1
13083,15,10
13084,3,8
13085,9,4
13087,8,11
13088,9,27
13089,1,5
13090,8,17
13091,10,16
13092,2,7
13093,4,4
13094,1,6
14478,11,28
14881,35,12
17260,6,3
18126,15,10
18629,1,3
18965,12,3
19414,25,12
20400,3,2
20673,7,1
20717,4,11
20744,11,15
20900,4,4
21038,3,8
21449,5,19
22133,3,4
23840,5,5
24635,5,6
25654,9,11
27601,2,4
28766,4,2
33284,17,21
35459,4,3
40740,1,3
41356,4,1
41408,7,7
45697,3,2
58924,3,4
60863,5,2
595,3,17
764,4,21
2086,4,19
3618,2,3
6680,77,114
7259,1,4
7716,11,8
10196,4,9
10294,4,6
10840,11,20
10988,5,5
11865,1,3
14261,1,4
14262,2,3
14263,4,3
14265,5,4
14267,4,3
14268,4,4
14270,3,1
4742,6,17
10796,4,12
15039,8,4
1474,18,120
1965,5,16
8443,1,5
16189,10,10
308,5,40
510,6,29
593,5,47
1364,4,34
1798,3,4
1942,1,17
2593,2,6
2600,6,7
2661,2,4
3022,1,12
3755,2,7
11824,2,2
12034,2,3
17054,1,3
17055,1,3
17057,3,2
9837,2,3
16080,4,4
18081,4,2
18082,4,3
18083,2,2
18084,3,3
18085,3,3
11780,9,16
17364,3,1
17369,8,7
18086,4,3
18087,3,1
10273,13,18
11171,8,31
12485,6,6
1954,3,6
4409,3,8
4514,14,42
4811,5,15
5112,12,17
6323,16,72
7916,9,10
7966,18,10
8384,6,7
11102,10,8
13015,1,6
15144,2,5
16547,5,20
17164,3,4
18104,3,3
18105,2,3
18108,2,2
18109,2,2
18110,8,8
10293,9,9
13066,3,5
18122,4,4
3140,15,80
17433,12,17
18125,19,47
18127,2,5
18129,13,13
2089,7,26
4091,6,30
17870,1,4
1038,3,4
1648,57,34
2159,22,26
3866,171,67
7317,7,14
10258,7,34
10478,31,70
18182,5,10
18183,2,2
18185,3,4
18186,3,7
18187,32,16
7830,1,4
18198,4,2
3810,3,13
5873,7,27
8314,7,27
10116,4,6
18204,2,2
18205,11,13
6477,56,65
7086,24,42
13057,18,15
16702,12,14
8043,7,6
6818,9,27
7445,18,21
8841,6,2
10493,32,20
11823,5,7
18245,6,0
18246,17,8
12424,4,4
16264,4,3
3868,62,101
9086,25,23
10420,43,57
11259,11,13
11576,32,47
15795,17,22
16291,38,38
17200,69,69
18259,19,19
18260,45,15
18262,4,3
5715,8,8
5729,2,5
10529,2,4
11361,7,24
13662,2,6
14047,3,5
18291,23,23
18292,2,2
18293,7,8
18294,3,3
968,7,70
1337,2,2
4232,3,13
4743,1,4
5114,20,47
6090,10,17
6937,3,4
8216,3,3
8388,2,11
8742,3,11
9284,3,11
9759,4,9
11785,2,3
12614,32,63
16609,2,3
18296,3,2
18297,4,2
18298,2,4
18308,3,4
18312,2,3
18318,9,0
18321,9,3
18325,2,3
18329,4,3
18330,4,1
6020,12,16
14523,18,16
1929,2,2
1981,1,5
1991,10,27
2360,2,5
2609,5,19
2920,3,26
3222,14,24
3657,1,17
3803,2,17
3845,4,10
4018,1,21
4026,1,3
4582,6,24
5007,1,3
5345,9,13
5493,4,11
5692,1,21
5736,1,4
7991,2,17
8074,3,4
8505,5,9
8572,10,14
8744,13,19
9349,1,5
9727,2,6
10022,3,8
10040,2,5
10126,2,4
10245,2,8
11880,2,3
12467,3,4
12725,1,4
12847,2,4
13849,5,8
13917,4,13
15480,5,5
17010,2,2
18120,1,5
20469,6,3
20899,4,1
26869,2,4
26996,1,5
27336,7,10
27384,1,3
27956,3,3
28885,2,3
29128,1,3
29518,3,2
31333,8,6
34352,2,3
40500,1,3
54941,2,2
7442,6,11
8155,19,13
11797,13,8
11798,1,3
11800,3,3
11801,5,20
6330,16,19
6332,20,31
12292,7,3
11008,5,2
16100,3,3
16242,3,1
5865,11,15
2850,1,5
2091,3,19
8736,2,5
10052,4,8
10182,4,14
11761,4,9
15076,26,34
15474,2,2
16268,4,4
17120,3,3
17122,2,2
2917,4,12
11370,2,6
5156,22,46
9804,3,7
18385,2,2
1356,2,19
3011,3,25
6327,5,16
8063,6,8
8458,5,9
9800,3,5
10269,4,9
11592,2,7
11640,3,3
11645,1,3
11857,4,4
12608,9,19
12889,5,7
14629,7,11
14643,2,2
18059,5,6
18061,5,7
18396,6,2
18397,9,6
18398,2,2
18399,4,1
18402,2,5
18403,2,2
18409,3,2
18422,2,5
18424,3,1
18427,26,10
18435,2,4
18440,3,2
18450,4,3
18462,3,3
18472,12,18
18475,10,6
18485,5,8
18497,3,2
18518,4,4
18529,3,4
4014,5,10
13260,14,15
18549,6,12
18550,5,6
18565,2,2
18566,2,2
1590,4,8
4745,21,41
5856,8,4
12006,4,1
12155,2,9
309,7,15
18601,2,3
18602,3,2
18603,2,6
18614,3,7
18615,9,17
4011,5,4
18634,1,3
6109,5,3
8477,6,10
18658,3,2
3972,56,75
2106,9,19
8156,65,56
10974,8,11
18852,9,12
18854,15,6
16721,37,21
7514,9,13
18878,1,4
8419,8,18
16711,27,22
18668,14,14
18911,3,9
18913,6,4
18930,3,2
1931,11,68
1667,10,27
1731,37,161
2702,10,9
3295,2,12
3858,24,29
4673,16,13
5889,9,20
5974,87,108
6587,12,17
6590,24,18
6658,34,106
7302,28,17
7871,6,6
8161,15,9
8182,67,18
9373,5,4
10466,14,16
10908,12,20
11191,13,10
11192,14,10
11196,9,23
11503,14,28
11559,8,13
12286,14,8
12481,25,25
12556,42,16
12562,21,2
12578,38,38
12579,19,9
12584,36,58
14002,19,52
14526,14,14
14548,35,4
14562,24,7
14574,36,1
15496,20,29
15822,18,12
16050,43,51
16213,7,7
16282,6,6
16362,57,8
16935,26,26
18860,17,6
18939,19,3
18940,17,17
18941,4,0
18945,3,6
18946,12,2
18948,4,2
18949,3,4
18951,2,2
18952,3,12
18955,141,7
18956,29,11
18967,9,12
18968,2,3
18970,1,3
18973,31,13
18975,3,2
18976,6,9
18978,1,8
20072,64,8
21745,16,9
21778,7,9
21801,9,2
21857,14,1
21938,81,59
22123,29,3
22837,21,12
22947,53,3
23424,2,5
23650,4,0
25478,4,1
28447,10,2
31410,5,1
31415,11,18
34115,9,8
34129,4,8
35193,4,1
35222,4,4
35316,9,9
35493,4,1
37792,1,3
41541,5,2
45048,6,1
1567,36,70
4090,100,45
12560,13,16
13372,13,48
8405,5,4
19101,9,12
10939,52,23
7209,5,13
8879,3,5
10405,2,9
15245,6,5
19120,5,4
2165,10,30
19138,34,3
19139,14,25
19140,2,2
19141,3,4
19142,5,1
11457,18,74
19154,16,18
11406,5,18
1093,11,70
1360,28,23
1663,41,129
1686,6,23
1835,69,388
1963,4,11
2606,6,41
3211,40,86
3299,1,6
3519,24,222
4007,32,218
4752,2,7
5232,76,593
5502,17,39
5978,19,35
5979,18,13
6394,16,20
6496,38,74
6656,16,57
6742,32,109
6779,9,27
6831,6,10
7371,12,44
7421,38,175
7426,14,61
7499,6,46
7576,3,3
7725,24,104
7913,9,15
8148,2,6
9001,17,30
9762,6,26
10061,11,8
10310,14,17
10312,37,57
10321,46,80
10326,22,12
10333,6,56
10476,14,42
10512,2,24
10945,2,14
11336,11,11
11750,10,29
11871,6,12
12939,4,11
13063,37,39
13578,6,40
13820,2,2
13889,4,8
16811,47,87
16897,20,35
17856,11,33
18356,8,40
18722,6,11
18783,1,7
19005,11,8
19189,6,8
19191,5,3
19192,5,10
19193,2,2
19194,4,4
19195,12,19
19196,4,5
19197,1,3
19198,3,1
19199,3,4
19201,4,5
19202,7,5
19204,13,14
19607,14,16
20067,3,5
20285,8,17
20565,32,45
21417,3,12
22295,2,10
22409,6,14
29639,3,3
29919,2,6
30338,2,8
30984,3,5
33073,4,14
33662,2,2
33776,2,3
33925,1,5
34881,1,3
37758,1,3
73386,2,2
19206,5,7
19207,2,2
19209,6,19
1710,2,26
2202,6,40
3301,8,16
3885,60,74
5500,12,23
5888,31,62
5992,19,52
6000,13,34
6655,3,45
7460,28,12
7528,17,34
7530,60,137
7561,2,7
7630,40,93
7722,17,79
8274,45,116
9169,57,107
9176,48,78
9738,19,78
13564,8,18
13572,7,18
14581,15,18
15377,3,3
16137,4,9
16231,3,7
16862,13,46
17035,3,5
18360,45,13
18544,10,26
18992,16,15
19108,1,3
19160,14,20
19215,5,3
19216,4,2
19217,2,5
19218,4,1
19219,39,23
19220,27,32
19221,7,11
19222,8,29
19224,2,8
19225,5,18
19227,3,3
19228,2,8
20036,1,4
27566,3,7
28198,1,9
38968,4,2
57535,1,3
1449,20,21
17331,1,3
19245,4,4
5995,11,19
19248,4,1
1662,4,12
1689,2,7
4166,55,41
11111,11,15
11454,7,12
15684,16,10
16485,5,7
13920,11,12
10096,2,4
7368,8,4
11187,14,5
21423,3,1
21424,3,2
21425,5,3
17034,4,4
517,1,10
1644,15,16
2270,14,85
5175,7,156
5421,3,12
6931,4,52
9688,1,3
10883,13,3
11479,10,33
12843,4,3
14982,5,22
17045,2,4
17515,10,23
17746,3,7
18156,4,3
21400,1,12
21454,4,6
21456,2,2
21462,5,3
17507,5,9
19751,6,7
21319,3,2
21464,4,5
2890,8,20
8812,5,6
10972,5,3
11837,5,1
13199,3,24
14031,1,7
14403,4,7
14404,3,3
14408,3,7
14409,4,3
14410,6,8
14411,1,4
14351,3,3
5300,3,21
15865,15,5
11744,62,62
7220,7,3
7221,5,0
7244,1,3
7246,26,14
7252,24,24
8594,9,10
13667,3,2
1983,6,2
2014,6,5
2017,6,7
8821,1,21
15237,7,11
15916,8,13
15918,5,8
15919,2,2
11222,8,5
16489,13,8
5980,101,109
13706,52,52
15568,9,3
15694,15,25
15765,17,40
17586,9,38
21276,6,6
21277,3,1
21279,4,3
6830,14,6
6896,8,9
11270,3,3
16283,3,4
16996,6,7
23044,3,1
23047,4,4
7355,5,3
16778,4,2
677,19,41
2148,11,25
2614,5,18
3970,41,159
8315,5,14
11983,28,40
12798,10,22
13204,6,14
15443,7,12
17720,6,25
23071,3,2
23074,4,0
23075,5,3
23076,6,10
8261,46,3
8808,11,19
9084,32,25
19697,6,2
22296,7,3
22421,40,40
23124,5,3
5746,7,17
9530,6,9
18890,28,18
20256,5,5
7973,4,6
9784,4,13
10653,6,13
17238,29,20
10483,18,22
20088,10,18
8698,11,14
12112,10,1
12572,42,4
14879,67,23
20676,44,2
23278,7,6
23279,11,0
16029,5,5
16030,33,11
17009,31,30
20886,6,4
23292,5,5
23327,5,2
1637,22,10
6946,82,30
15098,2,6
15614,7,5
16549,26,16
16893,18,26
18191,4,5
21608,12,15
23381,4,2
23382,5,1
23387,4,2
5215,68,15
16360,51,45
17012,58,31
1725,43,172
3522,37,103
3923,87,206
4503,12,19
10472,5,12
11581,24,229
13436,1,11
14572,32,68
19014,4,12
23465,36,18
23468,4,6
4453,27,14
17240,57,0
1834,6,6
2211,8,15
7512,49,21
8432,19,16
14586,52,7
17715,15,13
21792,7,7
22978,4,1
23483,7,5
23486,3,7
23487,5,0
23488,7,2
23500,7,6
23501,3,1
3132,5,16
5224,76,306
5805,25,45
6591,54,106
8196,66,66
8205,16,30
8604,17,5
8606,2,15
8620,32,85
10734,13,6
11198,14,9
11241,55,12
11429,33,50
11573,12,12
11601,9,12
11998,34,8
14897,43,21
15225,40,47
15660,14,39
16832,62,13
17429,42,10
19703,22,7
19901,7,2
19904,13,14
19907,6,6
19912,7,4
19913,24,24
19915,3,3
19916,3,3
19917,24,9
19918,7,4
1421,1,3
16833,14,5
16409,2,5
18080,3,5
19467,10,10
24549,7,21
4180,24,38
14073,5,19
1998,5,6
4184,33,18
4824,4,2
6005,21,44
7633,12,29
24571,6,8
2691,13,20
4482,41,66
7308,4,0
9971,6,12
11238,19,23
11756,66,75
12450,6,11
15593,4,7
15824,12,15
16830,8,1
16834,14,1
17277,3,10
19721,2,2
20032,23,35
20142,11,8
20428,15,30
20708,10,2
22010,6,2
23525,5,2
23673,14,18
23715,4,7
24593,7,6
24595,3,3
24600,2,2
24602,11,11
24605,5,0
7318,43,17
22833,15,8
22862,10,6
24610,7,2
24613,6,9
24615,6,2
6826,7,28
7738,11,17
9347,2,14
9649,5,16
9758,6,12
9967,2,7
10622,11,8
11585,9,10
12388,11,18
13830,7,11
15941,80,89
24627,5,4
24628,2,6
24633,2,6
24636,9,16
24639,4,3
24640,3,5
24655,3,3
3535,27,33
8560,10,10
8563,4,2
12387,10,10
14544,14,7
16180,14,13
21982,34,0
24662,3,2
24664,3,1
24665,3,2
24666,3,3
24669,1,3
4372,14,30
11819,8,9
24681,8,6
24682,17,14
743,6,30
17030,9,9
24692,3,5
24700,2,2
8539,16,20
12628,6,9
19952,5,5
20577,13,8
23672,25,8
24714,7,3
24715,3,1
24716,4,10
24717,4,4
24719,6,3
24720,6,11
24721,2,2
3790,2,6
5720,9,23
6483,28,106
8165,2,2
8773,71,99
9091,12,58
11868,20,36
12565,16,105
14111,57,57
14575,10,8
14595,28,8
14788,30,54
16571,57,27
16937,24,4
16948,8,9
18034,8,4
18367,13,21
19368,20,36
19380,5,6
20553,15,18
23723,4,5
24432,18,18
24782,10,14
24783,17,17
24784,3,3
24785,2,2
24786,4,3
24787,2,2
24790,6,6
24791,6,3
24794,5,7
24795,3,4
24796,3,1
24797,5,7
7958,10,28
8644,7,5
24827,15,4
4458,42,38
4461,18,27
6393,60,157
8376,28,4
11543,7,13
14898,7,17
14940,34,13
18351,25,39
19233,15,43
22371,57,30
23874,33,0
24875,18,12
24876,4,5
24877,4,6
16332,21,6
16666,2,7
24899,7,7
14513,28,21
4924,33,20
8093,3,7
5122,1,4
15599,3,3
10281,19,58
10434,63,66
15621,18,22
15623,9,18
15489,5,1
3843,7,16
4404,2,6
5803,12,82
5808,3,4
6844,13,19
8381,2,4
10999,2,6
11510,2,4
11669,6,16
12176,4,1
12719,13,14
13202,4,0
14515,20,12
16201,8,6
16790,2,2
16791,4,0
16792,2,2
16795,2,3
16805,5,12
16807,3,8
16809,6,7
10267,6,21
3290,1,7
4305,9,32
7096,1,6
7115,14,34
8694,10,25
9985,5,15
10862,2,5
11190,51,12
11316,7,1
12803,10,22
12948,10,76
